Area_Name,Postal_code
Moma Samad Khan,84501
Saranan,84600
Chapper,84501
Killi Shadozai,84701
Shadezai,84601
Chutiar,84301
Kandely Qambarani,84501
Rara Sham,84600
Killi Afzal,84701
Tandwani,84301
Gorgoji,84701
Tagaoo Hassani,84501
Ghar Shinan,84601
Bohanilli Kuchh,84601
Drug,84701
Nilli Kachh,84701
Zangiwal,84801
Kot Khan Muhammad,84701
Musa Khel,84700
Loralai,84800
Chutwal,84701
Anzar Gut,84801
Ghin Ghin,84801
Mekhtar,84801
Yaru Sher,84801
Dargaikude Zai,84801
Asgara,84801
Basti Amir Muhammad,84801
Killi Lahore,84801
Pathan Kot,84801
Shah Karez,84801
Hosri,84801
Gambaz,84801
Murgha,85100
Zhob,85200
China Ali Zai,84801
Mohsin Abad,84801
Ismail Sher,84801
Shiger,85201
Bori Viyalla,84801
Aghbarg,84801
Under Pur Patra,84801
Sim Zai,85201
Mir Ali Khel,85201
Qalandar,85201
Marghazikraya Zai,85501
Mani Khawa,85201
Shegaloo,85201
Kul Kach,85201
Sharan Jogezai,85401
Qamar-Ud-Din Karez,85300
Kajir,85501
Ghazloona,85501
Terkha,85501
Khul Gai,85401
Kalu Killa,85401
Sambaza,85201
Ashewat,85201
Appozai,85201
Chashma Norozai Khan,85201
Babu Hinna,85501
Kan Maler Zai,85501
Nasai,85501
New Abadi Chaman,86001
Killi Habib,85201
Maizai Adda,86201
Daman,86001
Murgha Faqir Zai,85501
Sirki Karez,85501
Chaman,86000
Koz Kachh,85501
Muslim Bagh,85500
Killa Saifullah,85400
Badani,85501
Keshatoo,85501
Murda Karez,86001
Shella Bagh,86100
Hurram Zai,86201
Killi Karam Khan,86001
Old Chaman,86001
Lund Karez,86001
Killi Abdul Rehman Zai,86301
Killa Abdullah,86200
Killi Malik Rozi,86001
Killi Lajbar,86301
Taragundi,86701
Gulistan,86300
Killi Kamat,86201
Pishin,86700
Chakwal Killi,86501
Gangal Zai,86701
Pir Ali Zai,86201
Hai Kal Zai,86701
Mula Zai,86701
Gulistan R.S.,86301
Bostan,86500
Killi Kamal Zai,86701
Khanozai,86600
Master Zai,86701
Manzari,86701
Manzeki,86701
New Qila Bazai,86701
Killi Abdullah Jan,86701
Killi Ali Zai,86701
Simli,87001
Killi Ibrahim Zai,86701
Killi Malik Yar,86701
Killi Bathozai,86701
Killi Maghat,87001
Hajian Shakar Zai,86701
Barshore,86800
Killi Kabir Tajak,87000
Quetta G.P.O.,87300
Kuchlak,87000
Ghousabad,87301
Baleli,87100
Yaru,87301
Panjpai,87301
Urak,87301
Ghazaband Scouts,87101
Tozegi,87301
Kotwal,87301
Killi Kateer,87001
Nokcha,87301
Killi Umar,87301
Killi Sabzal,87301
Sandak Copper,87301
Spezand,87301
Kishingi,87301
Shafi Colony,87301
Killi Badani,87301
Umar Abad,87301
Galangoor,87301
Sheikh Wasal,87301
Dhiwar,87301
Haider Zai,87301
Killi Bangalzai,87301
Painmal,87301
Rud Mulla Zai,87301
Kirdgap Village,87301
Killi Talbi,87301
Sorangzai,87301
Balochistan Civil Sectt,87310
Killi Kambrani,87551
Killi Sheikh Hussain,87301
Air Port Quetta,87650
Killi Fateh Muhammad,87301
New Baloch Colony,87501
Sariab Road,87550
Kirdgap Station,87301
Killi Mura Jan,87501
Yekmach,87301
Samungli Town,87601
Hazara Town,87330
Azad,87301
Killi Pudgali,87551
Padag Road,87301
Lower Kurez,87551
Infantory School,87750
Mastung Road,88100
Staff Collete (Quetta),87800
Karbala,87700
Samungli,87600
Dasht Daman,88201
Killi Kirani,87301
Degari,88150
Satellite Town,87500
Tareengari,88101
Mastung,88200
Sariab,87900
Pring Abad,88101
Ispalinji,88201
Sorange,88050
Killi Nawab Raisani,88101
Sheriab,88201
Dullay,88201
Mango Char,88250
Pingore,88201
Kaboo,88201
Sinjibi,88251
Khad Kucha,88201
Johan,88251
Darzak,88301
Lakhorian,88401
Ahmed Abad,88301
Killi Zaroz,88251
Nimergh,88301
Toba,88401
Iskalkoo,88301
Haji Kasher,88401
Zehri,88450
Sheikhri,88301
Sorab,88400
Nichara,88350
Kalat,88300
Zehri Hat,88451
Bajawi,89101
Khuzdar G.P.O.,89100
Karkh,89101
Ahmad Khan Zai,87301
Jiwa,89101
Nokjo,89101
Hazar Gangi,89101
Zehri Kathan,89101
Ornach,89101
Baghbana,89101
Gresha,89101
Nokjo Karkh,89101
Rawa,89101
Tootak,89101
Zeedi,89101
Feroz Abad,89101
Sarona,89101
Khuzdar Cantt.,89150
Khirzan,89101
Goth Burya,90051
Arif Wala,90051
Niruji,90051
Ismalani,90051
Wayaroo,90100
Kunraj,90151
Hub Chowki,90250
Bela,90050
Mashke,89200
Kalwan,89300
Jibbri,89101
Uthal,90150
Bhawani,90251
Miani Beach,90200
Dureji,90251
Sakran,90251
Surbander,91201
Gawadar,91200
Jiwani,91100
Mand,92100
Ormara,91400
Gadani,90300
Kalagkulanch,91301
Daro Hotel,90251
Durraji,90251
Bullo,92101
Gawak,92101
Tump,92300
Gomazai,92301
Sarawan,93001
Shahi Tump,92500
Balicha,92350
Geshkore,92700
Panjgur,93000
Turbat G.P.O.,92600
Turbat Npo,92600
Badizamran,92801
Buleda,92800
Pasni,91300
Mehnaz,92801
Peshkan,91201
Nag Zamran,92801
Pullabad,92301
Soolo,92801
Kalatuk,92400
Kohebun,93001
Proom,93001
Kalug,93001
Nasir Abad,92900
Surdo,93001
Ghichk,93001
Jandala,93401
Washbood,93001
Patak,93100
Zarabad,94101
Bonistan,93001
Gawak,93001
Gramkan,93001
Patkan,94101
Issai,93001
Kharan,94100
Basima,94050
Khuda Bandan,93001
Guzgi,94101
Katagari,93200
Nag,94051
Kunri,94101
Balnigore,94051
Topian,94101
Washuk,94101
Sarrawan Village,94101
Toja Zai,94101
Ziarat,96000
Ladgasht,94150
Kanbanglow,96001
Kohi Taftan,95000
Kachh,96001
Killi Shakar,94101
Pechi,96001
Nok Kundi,95050
China,96001
Ahmedwal,95150
Nushki,95200
Mano,96001
Dalbandin,95100
Mashani Kalat,94101
Killi Chatak,94101
Bohmulk,94101
Zendra,96001
Vare Hoom,96001
Sumbalgah,97320
Ahmadoon,96001
